;Name;Set;Type;Class;Rarity;Cost;Attack;Health;Abilities;Artist;Text;Quote;Img_link;Subtype
74;Ancient Void Hound;Scholomance Academy;Minion;Demon Hunter;Epic;9;10;10;['Increment attribute'];Jaemin Kim;At the end of your turn, steal 1 Attack and Health from all enemy minions.;What happened to my 1/1 Void Pup? And the glee club?!;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/7/79/Ancient_Void_Hound%28329944%29.png/revision/latest/scale-to-width-down/200?cb=20200911161705;Demon
75;Ancient Watcher;Classic;Minion;Neutral;Rare;2;4;5;"[""Can't attack""]";Richard Wright;Can't attack.;Why do its eyes seem to follow you as you walk by?;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/4/49/Ancient_Watcher%28153%29.png/revision/latest/scale-to-width-down/200?cb=20160622165706;
76;Angry Chicken;Classic;Minion;Neutral;Rare;1;1;1;['Enrage', 'Increment attribute'];Mike Sass;Has +5 Attack while damaged.;There is no beast more frightening (or ridiculous) than a fully enraged chicken.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/c/c3/Angry_Chicken%2857%29.png/revision/latest/scale-to-width-down/200?cb=20190914040820;Beast
77;Anima Golem;Goblins vs Gnomes;Minion;Warlock;Epic;6;9;9;['Destroy'];Josh Harris;At the end of each turn, destroy this minion if it's your only one.;The Dark Animus is evil and mysterious and huge and unable to write sentences that utilize proper grammar.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/d/df/Anima_Golem%2812245%29.png/revision/latest/scale-to-width-down/200?cb=20160324173649;Mech
78;Animal Companion;Basic;Spell;Hunter;;3;;;['Summon'];Wei Wang;Summon a random Beast Companion.;You could summon Misha, Leokk, or Huffer!  Huffer is more trouble than he's worth.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/e/e1/Animal_Companion%28578%29.png/revision/latest/scale-to-width-down/200?cb=20200805211849;
79;Animated Armor;The League of Explorers;Minion;Mage;Rare;4;4;4;[];Mike Sass;Your hero can only take 1 damage at a time.;Try putting it on.  Wait, let me get my camera.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/0/02/Animated_Armor%2827252%29.png/revision/latest/scale-to-width-down/200?cb=20160324155235;
80;Animated Avalanche;Galakrond's Awakening;Minion;Mage;Common;7;7;6;['Battlecry', 'Copy', 'Summon'];Ludo Lullabi;Battlecry: If you played an Elemental last turn, summon a copy of this.;Always sliding down mountains because it can't stop talking with its hands.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/5/5b/Animated_Avalanche%28184959%29.png/revision/latest/scale-to-width-down/200?cb=20201003111426;Elemental
81;Animated Berserker;Knights of the Frozen Throne;Minion;Warrior;Common;1;1;3;['Deal damage'];Konstantin Turovec;After you play a minion, deal 1 damage to it.;He'd be a lot easier to animate if he would just stand still.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/f/fb/Animated_Berserker%2862834%29.png/revision/latest/scale-to-width-down/200?cb=20170810020852;
82;Animated Broomstick;Scholomance Academy;Minion;Neutral;Common;1;1;1;['Battlecry', 'Rush'];Jim Nelson;RushBattlecry: Give your other minions Rush.;"""Blimey, that's a Stratocumulus 1000!""";https://static.wikia.nocookie.net/hearthstone_gamepedia/images/4/49/Animated_Broomstick%28329973%29.png/revision/latest/scale-to-width-down/200?cb=20200911160118;
83;Animated Shield;One Night in Karazhan;Minion;Neutral;;2;0;5;['Taunt'];Anton Zemskov;Taunt;See this card on Hearthpwn;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/a/a5/Animated_Shield%2842212%29.png/revision/latest/scale-to-width-down/200?cb=20160809235343;
84;Anka, the Buried;Saviors of Uldum;Minion;Rogue;Legendary;5;5;5;['Battlecry', 'Modify cost', 'Set attribute'];Paul Mafayon;Battlecry: Change each Deathrattle minion in your hand into a 1/1 that costs (1).;"""You look familiar. Were you at my first funeral?""";https://static.wikia.nocookie.net/hearthstone_gamepedia/images/b/b6/Anka%2C_the_Buried%2890741%29.png/revision/latest/scale-to-width-down/200?cb=20191105174512;
85;Annoy-o-Module;The Boomsday Project;Minion;Paladin;Rare;4;2;4;['Divine Shield', 'Magnetic', 'Taunt'];Matt Dixon;MagneticDivine ShieldTaunt;Every ten seconds it asks if you want to update.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/4/48/Annoy-o-Module%2889810%29.png/revision/latest/scale-to-width-down/200?cb=20180802230548;Mech
86;Annoy-o-Tron;Goblins vs Gnomes;Minion;Neutral;Common;2;1;2;['Divine Shield', 'Taunt'];Matt Dixon;"Taunt
Divine Shield";The inventor of the Annoy-o-Tron was immediately expelled from Tinkerschool, Tinkertown, and was eventually exiled from the Eastern Kingdoms altogether.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/e/ec/Annoy-o-Tron%2812181%29.png/revision/latest/scale-to-width-down/200?cb=20161202173911;Mech
87;Annoy-o-Tron (Giggling Inventor);The Boomsday Project;Minion;Neutral;Common;2;1;2;['Divine Shield', 'Taunt'];Matt Dixon;TauntDivine Shield;See this card on Hearthpwn;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/e/eb/Annoy-o-Tron%2889953%29.png/revision/latest/scale-to-width-down/200?cb=20180805211438;Mech
88;Anodized Robo Cub;Goblins vs Gnomes;Minion;Druid;Common;2;2;2;['Choose One', 'Increment attribute', 'Taunt'];Eva Widermann;"Taunt. Choose One -
+1 Attack; or +1 Health.";It's adorable! AND OH MY GOODNESS WHY IS IT EATING MY FACE;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/5/56/Anodized_Robo_Cub%2812219%29.png/revision/latest/scale-to-width-down/200?cb=20161202173842;Mech
89;Anomalus;Whispers of the Old Gods;Minion;Mage;Legendary;8;8;6;['Deal damage', 'Deathrattle'];Kan Lui;Deathrattle: Deal 8 damage to all minions.;"That's short for ""Anomnomnomnomalus"".";https://static.wikia.nocookie.net/hearthstone_gamepedia/images/a/ac/Anomalus%2835230%29.png/revision/latest/scale-to-width-down/200?cb=20170803004259;Elemental
90;Anraphet's Core;Saviors of Uldum;Hero Power;Warrior;;2;;;['Summon'];Akkapoj T.;Hero PowerSummon a 4/3 Golem. After your hero attacks, refresh this.;See this card on Hearthpwn;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/1/17/Anraphet%27s_Core%2890769%29.png/revision/latest/scale-to-width-down/200?cb=20191105171846;
91;Anti-Magic Shell;Knights of the Frozen Throne;Spell;Death Knight;;4;;;['Increment attribute'];Gonzalo Ordonez;"Give your minions +2/+2 and ""Can't be targeted by spells or Hero Powers.""";See this card on Hearthpwn;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/2/28/Anti-Magic_Shell%2863054%29.png/revision/latest/scale-to-width-down/200?cb=20170809010259;
92;Antique Healbot;Goblins vs Gnomes;Minion;Neutral;Common;5;3;3;['Battlecry', 'Restore Health'];Jesper Ejsing;Battlecry: Restore 8 Health to your hero.;They don't make 'em like they used to! (Because of explosions, mostly.);https://static.wikia.nocookie.net/hearthstone_gamepedia/images/3/3e/Antique_Healbot%2812227%29.png/revision/latest/scale-to-width-down/200?cb=20160324173410;Mech
93;Anub'ar Ambusher;Naxxramas;Minion;Rogue;Common;4;5;5;['Deathrattle', 'Return to hand'];Nathan Bowden;Deathrattle: Return a random friendly minion to your hand.;"Originally he was called ""Anub'ar Guy who bounces a guy back to your hand"", but it lacked a certain zing.";https://static.wikia.nocookie.net/hearthstone_gamepedia/images/1/14/Anub%27ar_Ambusher%287728%29.png/revision/latest/scale-to-width-down/200?cb=20160324163423;
94;Anub'arak;The Grand Tournament;Minion;Rogue;Legendary;9;8;4;['Deathrattle', 'Return to hand', 'Summon'];Eric Braddock;Deathrattle: Return this to your hand and summon a 4/4 Nerubian.;Was actually a pretty nice guy before, you know, the whole Lich King thing.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/7/74/Anub%27arak%2822324%29.png/revision/latest/scale-to-width-down/200?cb=20160324184238;
95;Anubisath Defender;Saviors of Uldum;Minion;Druid;Epic;5;3;5;['Increment attribute', 'Modify cost', 'Taunt'];James Ryman;Taunt. Costs (0) if you've cast a spell that costs (5) or more this turn.;Also comes running when he hears a can opener.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/8/87/Anubisath_Defender%2890771%29.png/revision/latest/scale-to-width-down/200?cb=20191105182541;
96;Anubisath Sentinel;The League of Explorers;Minion;Neutral;Common;5;4;4;['Deathrattle', 'Increment attribute'];Paul Mafayon;Deathrattle: Give a random friendly minion +3/+3.;He's actually a 1/1 who picked up the hammer from the last guy.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/8/8a/Anubisath_Sentinel%2827241%29.png/revision/latest/scale-to-width-down/200?cb=20160324154620;
97;Anubisath Warbringer;Saviors of Uldum;Minion;Neutral;Common;9;9;9;['Deathrattle', 'Increment attribute'];Slawomir Maniak;Deathrattle: Give all minions in your hand +3/+3.;Some dogs will bring you a bone or a squeaky toy. This one brings war!;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/c/c2/Anubisath_Warbringer%2890750%29.png/revision/latest/scale-to-width-down/200?cb=20200124232655;
98;Anyfin Can Happen;The League of Explorers;Spell;Paladin;Rare;10;;;['Copy', 'Summon'];Ryan Metcalf;Summon 7 Murlocs that died this game.;Theme song by Ellie Goldfin and Blagghghlrlrl Harris.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/4/44/Anyfin_Can_Happen%2827240%29.png/revision/latest/scale-to-width-down/200?cb=20200125171332;
99;Apexis Blast;Ashes of Outland;Spell;Mage;Epic;5;;;['Deal damage', 'Summon'];Anton Zemskov;Deal 5 damage. If your deck has no minions, summon a random 5-Cost minion.;Lonely mages can still have a blast!;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/c/c3/Apexis_Blast%28210743%29.png/revision/latest/scale-to-width-down/200?cb=20201007135316;
100;Apexis Smuggler;Ashes of Outland;Minion;Mage;Epic;2;2;3;['Discover'];Ivan Fomin;After you play a Secret, Discover a spell.;"""S-secrets? I don't have any! Whoa, look, a spell!""";https://static.wikia.nocookie.net/hearthstone_gamepedia/images/c/ce/Apexis_Smuggler%28210744%29.png/revision/latest/scale-to-width-down/200?cb=20201007135328;
101;Apotheosis;Ashes of Outland;Spell;Priest;Common;3;;;['Increment attribute'];Eva Widermann;Give a minion +2/+3 and Lifesteal.;Defined as the absolute pinnacle of existence. Plus Lifesteal.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/9/9e/Apotheosis%28210830%29.png/revision/latest/scale-to-width-down/200?cb=20201007135339;
102;Aranasi Broodmother;Rise of Shadows;Minion;Warlock;Common;6;4;6;['Restore Health', 'Taunt'];Slawomir Maniak;TauntWhen you draw this, restore 4 Health to your hero.;She's got a big brood and a big mood.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/0/03/Aranasi_Broodmother%2890551%29.png/revision/latest/scale-to-width-down/200?cb=20191103184947;Demon
103;Arathi Weaponsmith;Classic;Minion;Warrior;Common;4;3;3;['Battlecry', 'Equip'];Samwise Didier;Battlecry: Equip a 2/2 weapon.;50% off fist weapons, limited time only!;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/5/5f/Arathi_Weaponsmith%28504%29.png/revision/latest/scale-to-width-down/200?cb=20160323221821;
104;Arcane Amplifier;Galakrond's Awakening;Minion;Mage;Common;3;2;5;['Modify Hero Power'];Arthur Gimaldinov;Your Hero Power deals 2 extra damage.;Not on good terms with warlocks.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/5/55/Arcane_Amplifier%28184661%29.png/revision/latest/scale-to-width-down/200?cb=20201003111135;Elemental
105;Arcane Anomaly;One Night in Karazhan;Minion;Neutral;Common;1;2;1;['Increment attribute'];Alexander Alexandrov;Whenever you cast a spell, give this minion +1 Health.;He used to get work as a Spatial Anomaly, but he got tired of having his polarity reversed.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/b/b2/Arcane_Anomaly%2842043%29.png/revision/latest/scale-to-width-down/200?cb=20170803005529;Elemental
106;Arcane Artificer;Kobolds and Catacombs;Minion;Mage;Common;1;1;2;['Gain Armor'];Arthur Gimaldinov;Whenever you cast a spell, gain Armor equal to its Cost.;Ethereal armor dissipates in 6 hours which can cause extreme awkwardness for first time buyers.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/a/ac/Arcane_Artificer%2876908%29.png/revision/latest/scale-to-width-down/200?cb=20171209165728;Elemental
107;Arcane Blast;The Grand Tournament;Spell;Mage;Epic;1;;;['Deal damage'];Gabor Szikszai;Deal 2 damage to a minion. This spell gets double bonus from Spell Damage.;Now with 100% more blast!;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/e/e9/Arcane_Blast%2822358%29.png/revision/latest/scale-to-width-down/200?cb=20160324183206;
108;Arcane Breath;Descent of Dragons;Spell;Mage;Rare;1;;;['Deal damage', 'Discover'];MAR Studio;Deal 2 damage to a minion. If you're holding a Dragon, Discover a spell.;One of many side effects from eating mana cookies.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/2/20/Arcane_Breath%28151359%29.png/revision/latest/scale-to-width-down/200?cb=20191206154845;
109;Arcane Devourer;Classic;Minion;Neutral;Rare;8;5;5;['Increment attribute'];Ivan Fomin;Whenever you cast a spell, gain +2/+2.;Likes her magic with a pinch of salt.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/b/bd/Arcane_Devourer%2890689%29.png/revision/latest/scale-to-width-down/200?cb=20190906073331;Elemental
110;Arcane Dynamo;The Boomsday Project;Minion;Neutral;Rare;6;3;4;['Battlecry', 'Discover'];James Ryman;Battlecry: Discover a spell that costs (5) more.;We ran out of jars, so we started putting brains in other stuff.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/b/b4/Arcane_Dynamo%2889882%29.png/revision/latest/scale-to-width-down/200?cb=20180802205006;
111;Arcane Explosion;Basic;Spell;Mage;;2;;;['Deal damage'];Howard Lyon;Deal 1 damage to all enemy minions.;This spell is much better than Arcane Implosion.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/d/d7/Arcane_Explosion%2856%29.png/revision/latest/scale-to-width-down/200?cb=20150617005802;
112;Arcane Flakmage;Saviors of Uldum;Minion;Mage;Rare;2;3;2;['Deal damage'];Ursula Dorada;After you play a Secret, deal 2 damage to all enemy minions.;Ancient pandaren proverb: He who is without secrets lacks flak.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/e/e4/Arcane_Flakmage%2890743%29.png/revision/latest/scale-to-width-down/200?cb=20191105180458;
113;Arcane Fletcher;Rise of Shadows;Minion;Hunter;Epic;4;3;3;['Put into hand'];Rafael Zanchetin;Whenever you play a 1-Cost minion, draw a spell from your deck.;Stop trying to make fletch happen. It's not going to happen.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/d/df/Arcane_Fletcher%2890678%29.png/revision/latest/scale-to-width-down/200?cb=20200805175425;
114;Arcane Giant;One Night in Karazhan;Minion;Neutral;Epic;12;8;8;['Increment attribute', 'Modify cost'];Dan Scott;Costs (1) less for each spell you've cast this game.;Claims to be drawn to Karazhan because of the ley lines. Actually, just loves Moroes’ cooking.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/b/bf/Arcane_Giant%2842049%29.png/revision/latest/scale-to-width-down/200?cb=20161202182222;
115;Arcane Golem;Classic;Minion;Neutral;Rare;3;4;4;['Battlecry'];Sedhayu Ardian;Battlecry: Give your opponent a Mana Crystal.;Having Arcane golems at home really classes up the place, and as a bonus they are great conversation pieces.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/6/65/Arcane_Golem%2897%29.png/revision/latest/scale-to-width-down/200?cb=20160426224836;
116;Arcane Intellect;Basic;Spell;Mage;;3;;;['Draw cards'];Dave Berggren;Draw 2 cards.;Playing this card makes you SMARTER.  And let's face it: we could all stand to be a little smarter.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/6/65/Arcane_Intellect%28489%29.png/revision/latest/scale-to-width-down/200?cb=20150617005732;
117;Arcane Keysmith;The Witchwood;Minion;Mage;Epic;4;2;2;['Battlecry', 'Discover'];Matt Dixon;Battlecry: Discover a Secret. Put it into the battlefield.;She sells all manner of keys: from A flat to G sharp.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/8/82/Arcane_Keysmith%2889426%29.png/revision/latest/scale-to-width-down/200?cb=20180412131438;
118;Arcane Missiles;Basic;Spell;Mage;;1;;;['Deal damage'];Warren Mahy;Deal 3 damage randomly split among all enemies.;You'd think you'd be able to control your missiles a little better since you're a powerful mage and all.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/4/47/Arcane_Missiles%28589%29.png/revision/latest/scale-to-width-down/200?cb=20160323205949;
119;Arcane Nullifier X-21;Goblins vs Gnomes;Minion;Neutral;Rare;4;2;5;['Elusive', 'Taunt'];Zero Yue;"Taunt
Can't be targeted by spells or Hero Powers.";There was some hard talk between gnome magi and engineers about inventing this mech.;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/2/2c/Arcane_Nullifier_X-21%2812246%29.png/revision/latest/scale-to-width-down/200?cb=20160324174113;Mech
120;Arcane Servant;Rise of Shadows;Minion;Neutral;Common;2;2;3;[];Wayne Wu;"""Would sir like me to punch something?""";See this card on Hearthpwn;https://static.wikia.nocookie.net/hearthstone_gamepedia/images/a/a6/Arcane_Servant%2890677%29.png/revision/latest/scale-to-width-down/200?cb=20191105161822;Elemental
